
;_IO_fgets;_IO_getline;_IO_getline_info;memchr;,12
;_IO_file_read;_IO_file_seek;_IO_file_seekoff;__lseek;fseek;read;,47
;_IO_file_read;_IO_file_underflow;_IO_fread;_IO_sgetn;_IO_switch_to_get_mode;__underflow;read;,37
;_IO_file_seek;_IO_file_seekoff;_IO_ftell;__lseek;,35
;_IO_file_seek;_IO_file_seekoff;_IO_unsave_markers;__lseek;fseek;,36
;_IO_file_seek;_IO_file_seekoff;__lseek;rewind;,14
;_IO_file_xsputn;_IO_fprintf;_IO_padn;_IO_vfprintf;strchrnul;,40
;_IO_file_xsputn;_IO_fprintf;_IO_vfprintf;strchrnul;,18
;_IO_file_xsputn;_IO_padn;_IO_vfprintf;__printf_fp;strchrnul;strlen;,51
;_IO_file_xsputn;_IO_padn;_IO_vfprintf;strchrnul;,34
;_IO_file_xsputn;_IO_vfprintf;__printf_fp;strchrnul;strlen;,24
;_IO_file_xsputn;_IO_vfprintf;strchrnul;,6
;_IO_file_xsputn;fwrite;,49
;_IO_fread;_IO_sgetn;,33
;_IO_setb;_IO_sputbackc;_IO_vfscanf;__isoc99_sscanf;__isoc99_vsscanf;__strtof_internal;rawmemchr;strlen;,41
;_IO_setb;_IO_sputbackc;_IO_vfscanf;__isoc99_sscanf;__isoc99_vsscanf;__strtol_internal;rawmemchr;,25
;_IO_setb;_IO_sputbackc;_IO_vfscanf;__isoc99_sscanf;__isoc99_vsscanf;rawmemchr;,28
;_IO_sputbackc;_IO_vfscanf;__isoc99_fscanf;,43
;_IO_sputbackc;_IO_vfscanf;__isoc99_fscanf;__strtod_internal;strlen;,2
;_IO_sputbackc;_IO_vfscanf;__isoc99_fscanf;__strtol_internal;,46
;__default_morecore;__libc_calloc;__sbrk;brk;,30
;__default_morecore;__libc_malloc;__sbrk;brk;,39
;__libc_calloc;,8
;__libc_calloc;mmap64;,26
;__libc_malloc;,15
;__libc_malloc;mmap64;,27
;cfree;,17
;cfree;munmap;,31
;fputc;,38
;getrlimit64;,22
;setrlimit;,23
;strlen;,11
;strtok;,10
;,436
